video_id,date,caption,views,subject,packaging,packaging_level,tags,notes,method,reviewed,transcript
7557141314597358903,2025-10-03,A message from potus from the Oval Office: ,1700000,governance,direct_address,2,speech_audio,"Trump delivers direct message from Oval Office on Oct 3, 2025. With no further context, he says he wanted to thank countries that helped ""put this together"", like Qatar, Turkey, Saudi Arabia, Egypt, Jordan. ""This is a big day. We will see how it all turns out. We have to get the final word down and concrete..."" Ends with: ""Everybody was unified in wanting this war to end and seeing peace in the Middle East, and we're very close to achieving that.""",human,yes," I want to thank the countries that helped me put this together. Qatar, Turkey, Saudi Arabia, Egypt, Jordan, and so many others. So many people fought so hard. This is a big day. We'll see how it all turns out. We have to get the final word down in concrete. Very importantly, I look forward to having the hostages come home to their parents and having some of the hostages. Unfortunately, you know the condition they're in. Come home likewise to their parents because their parents wanted them just as much as though that young man or young woman were alive. So I just want to let you know that this is a very special day, maybe unprecedented in many ways. It is unprecedented. But thank you all. And thank you all to those great countries that helped. We were given a tremendous amount of help. Everybody was unified in wanting this war to end and seeing peace in the Middle East. And we're very close to achieving that. Thank you all. And everybody will be treated fairly. Thank you. Thank you. So"
7557082668656086327,2025-10-03,Dems just voted to keep the government shutdown - shame!!!,871500,opponents,pop_culture,5,meme_audio|highlight_reel|call_response|named_target|troll|provocative,"Message continues to be that Democrats have shut down the government, now presented with a bunch of ""shame on you"" footage from pop culture. Same playbook as before. AI-aided: Joe Swanson from Family Guy (character and visual), John Adams (HBO miniseries, specifically the 'shame on you' protest scene and audio meme), Black Manta from Aquaman (2018 film, character and visual), Home Alone 2: Lost in New York (film, Kevin McAllister at Duncan's Toy Chest scene), Robin (DC Comics character, as a mannequin in Home Alone 2 scene), Wet Hot American Summer (film, talent show scene with 'Democrats' and crowd booing audio), Michael Scott's 'No! God, please no!' meme from The Office (US TV series, visual and audio), Maude Lebowski (Julianne Moore) from The Big Lebowski (film, 'shame on you' scene and audio meme)",human,yes, Shame on you! Shame on you! HA Marriage? Shame on you! Shame on you! SHAME ON YOU! LOOONG!!! They were Danohl's KICKAG Darrest な Pastime I ayuda I mean the yeah
7557414561746390286,2025-10-04,The radical left’s reign of terror in Portland ends now,852100,enforcement,produced,3,dramatic_score|deep_fried|highlight_reel,"Mash up of TV broadcast news of Portland unrest against ICE at ICE facilities. Caption: ""The radical left’s reign of terror in Portland ends now"". Horizontal lines overlay edit (the video game style) is seen. ",human,yes," Anti-ice protesters in Portland, Oregon, rolling out a guillotine, clashing with police and turning the streets into a battlefield outside a migrant detention facility there. It's the latest flashpoint in protests that has stretched nearly three months now. President Trump is sending troops to Portland, Oregon to clamp down on protests directed at ice facilities. That ice facility in Portland, just outside the city, has been laid siege to night after night after night. We're not going to put up with it. This administration is not playing games. Take a look at Portland sometime. These are wild. These are crazy people. These are paid terrorists, OK? But what we're seeing, whether it be Portland or Chicago, Los Angeles or otherwise, is increasingly organized and professionalized. People are being bussed in. And President Trump has been very clear. We need to follow the money, see who is funding this violence and this chaos in our streets."
7557825966962199821,2025-10-05,🇺🇸🇺🇸,641300,war,official,1,speech_audio,,human,yes, Commander in Chief.
7557749718227389751,2025-10-05,"While President Trump accomplished big wins this week, the Dems shut down the government. Press Sec’",764800,promotion,direct_address,2,speech_audio|maga_minute,Press secretary Karoline Leavitt hosts MAGA Minute.,human,yes," Welcome to this week's MAGA Minute. In this Just In, President Trouk has responded to Hamas's acceptance of the 20-point Middle East peace plan that he presented to Hamas with the acceptance of Israel, Arab, Gulf nations, and virtually every single country around the world. The president looks forward to the release of all of the hostages in Gaza in what we hope will be a peaceful and prosperous region. Now, this is normally the time of the week where we talk about all the administration has accomplished, but this week will be about how Democrats in Congress have decided to bring our government to a shutdown in pursuit of a radical agenda, most notably giving health care to illegal aliens. While the president signed an executive order to unlock AI to drive cures for pediatric cancer and drive down prices for medications across our country, Democrats were plotting this government shutdown. A shutdown that is costing our country $15 billion in GBP each week that it carries on. A shutdown that puts vital health care and housing programs for veterans at risk. A shutdown that puts assistance programs for vulnerable mothers and children at risk as well. And a shutdown that forces our men and women in uniform to currently work without pay. This is a travesty. This shutdown is also being driven by the left sphere of the activist groups they are reportedly coordinating with. This entire Democrat shutdown is quite frankly shameful. There are countless minutes of footage of Chuck Schumer and the Democrats talking about how harmful shutdowns exactly like this are. But they don't care. They need to get a grip, fund our government, follow President Trump's lead, and remember they work for you, the American people. Call your Democrat senators and tell them to vote for the clean continuing resolution to open the government."
7558211116782980366,2025-10-06,Nothing beats dems shutting down the gov for criminal illegal alien’s healthcare 🤠,4400000,opponents,meme,6,meme_audio|bass_drop|punchline|named_target|ai_or_cgi|troll|provocative,"Just an 8-sec footage of colorful sombreros raining down onto the White House. That's it. https://www.axios.com/2025/10/02/trump-sombrero-videos-explained <-- This article explains what the sombreros mean in the Trump White House context. Music makes it provocative cause it is the viral Jet2 advert campaign, featuring the slogan ""Nothing beats a Jet2 holiday"" spoken by Zoe Lister over Jess Glynne’s ""Hold My Hand,"" which has become a massive TikTok trend. Together with the caption: ""Nothing beats dems shutting down the gov for criminal illegal alien’s healthcare 🤠"" it makes for a shitpost that is also provocative. Also, the audio is a remix of that Jet2 meme sound.",human,yes, Nothing beats a JIT JIT JIT JIT JIT
7558104899855174926,2025-10-06,The longer the dems keep the gov shutdown the bigger the sombrero gets 🪇,715700,opponents,meme,6,meme_audio|speech_audio|fictional_overlay|expletive|named_target|troll|ai_or_cgi,"Sombrero hat visual meme overlay on Hakeem Jeffries (with bigger sombrero) and Chuck Schumer, AI voice / Text-to-speech narration (meme format) pretends to be Chuck Schumer's voice. Language: ""woke, trans bullshit"", ""illegal aliens"".",human,yes,
7558135884286004493,2025-10-06,America’s Navy never gives up the ship ⚓️,1500000,war,produced,3,speech_audio|dramatic_score|stock_hero|highlight_reel,,human,yes," The U.S. Navy has always been the iron will of a proud and mighty nation pushing forward through the currents and through the spray of raging combat and the fog of naval war. From the American Revolution until today, the story of the U.S. Navy is a tale of loyalty, sacrifice and commitment stretching back 250 years. The Navy has never failed to hunt, kill and to win. Through it all, the United States Navy has kept the stars and stripes soaring high and proud above. You've conquered raging oceans and brave, ferocious storms to vanquish America's enemies. America's Navy never, ever gives up the ship. We own the skies, we stalk the depths and we rule the seas. God bless the United States Navy. God bless the United States Navy."
7558292201394998583,2025-10-07,Dems voted for a fifth time tonight to keep the gov closed. Common sense? GONE. ,715200,opponents,meme,6,meme_audio|text_heavy|fictional_overlay|punchline|troll|named_target|provocative,"Continues to make fun of Chuck Schumer and Hakeem Jeffries. With binoculars effect and text that says: ""Searching for the common sense they lost"", closing with the words: ""They didn't find it"". Caption reinforces message: ""Dems voted for a fifth time tonight to keep the gov closed. Common sense? GONE."" Played to unserious cartoon sounding music, which is Traveling Man by Ofer Koren.",human,yes, You went to swing With every knee And I went away But I could spend the main way With every friend that made the way And I'd spend the way away Of the knee and my way Went from me Went from me Went from me Went from me Went from me Thank you.
7558515083710582030,2025-10-07,🇺🇸🇨🇦,424500,governance,official,1,speech_audio|text_heavy,Canadian Prime Minister Mark Carney's visit to the White House.,human,yes," President Trump, sorry, your message is real. On the second and the first year, we come on to talk. Thank you very much, everybody."
7558538772258770189,2025-10-07,President Trump will never stop fighting for YOU. ,1700000,opponents,tiktok,4,bass_drop|dramatic_score|speech_audio|speed_ramp|stock_hero|comparison|highlight_reel|call_response|named_target|provocative|aura_farming,"Press sec Karoline Leavitt's voice from the White House's comment line. Continuing to attack the democrats shutting down government, while saying ""in the meantime, president trump will never stop fighting for you"".",human,yes," Thank you for calling the White House comment line. Hello, America. This is White House Press Secretary Caroline Levin. Democrats in Congress have shut down the federal government because they care more about funding health care for illegal immigrants than they care about serving you, the American people. In the meantime, please know President Trump will never stop fighting for you."
7558655904032279863,2025-10-08,🇺🇸🤝🇨🇦,474200,governance,produced,3,dramatic_score|speed_ramp|highlight_reel|aura_farming,Round up of Canadian Prime Minister Mark Carney's visit to the White House.,human,yes, Thank you.
7558911395912322359,2025-10-08,Chaos in Chicago,422900,enforcement,produced,3,dramatic_score|speech_audio|speed_ramp|highlight_reel|named_target,"Video on a voice inviting national guard in Chicago. Has Trump's voice saying Chicago is a mess, has a ""grossly incompetent"" mayor, ""has a governor that refuses to admit he has problems"" and ""desperately needs help"".  Trump also talks about how open border is a nightmare that flooded country with fentanyl and people who shouldn't be here, calling them ""some of the worst people on earth"". The ending frame says ""THANK YOU PRESIDENT TRUMP"". Seems like an afterthought for TikTik because video is created in landscape format.",human,yes," Chicago's a mess. You have an incompetent mayor, grossly incompetent. We have a governor that refuses to admit his problems. Everybody knows how bad it is. This open borders nightmare flooded our country with fentanyl and with people that shouldn't be here. Some of the worst people on earth and illicit drugs decimated American communities and left us with the largest law enforcement challenge in our country's history. Presidents say they have had enough. We need to invite President Trump in. We invite the National Guard in. You know, we've had 254 deaths in 233 days. And for anyone in our community to say people are safe, that is an outright lie. They need help badly. Chicago desperately needs help. We don't want to lose Chicago. We're going to lose Chicago. We want to save these places. We're going to lose them. We're not going to allow this kind of savagery to destroy our society anymore. We're stopping at doing one by one. goodbye. You don't want to lose them. We don't want to lose them. You don't want to lose them. We don't want to lose him. No matter what natural there is, we think you're about to value them. Nowto join me, USINONI, USINONI."
7559276197079813389,2025-10-09,The peace president ,389500,governance,official,1,speech_audio|text_heavy,"Framing: ""The peace president""",human,yes," As you know, last night we reached a momentous breakthrough in the Middle East, something that people said was never going to be done. We ended the war in Gaza and really, on a much bigger basis, created peace. And I think it's going to be a lasting peace, hopefully an everlasting peace. Peace in the Middle East. We secured the release of all of the remaining hostages, and they should be released on Monday or Tuesday. Getting them is a complicated process. I'd rather not tell you what they have to do to get them. They're places you don't want to be. But we are getting the hostages back on Tuesday, Monday or Tuesday. And that'll be a day of joy. I'm going to try and make a trip over. We're going to try and get over there."
7559323527371853070,2025-10-09,Wdym you’re keeping the gov shutdown for illegal aliens 😭,1500000,opponents,meme,6,punchline|call_response|named_target|troll|provocative,"Continues to make fun of Hakeem Jeffries, Chuck Schumer, and democrat party as a whole. Words on screen: ""Rare aesthetic: Democrat Shutdown"". Reuse of Sombrero hat visuals and the Sombrero hat meme previously made of Jeffries, now with articles mixed in, like one on Daily Caller with the headline: ""Soros-Backed Leftist Group Behind Campaign To Force Government Shutdown"". Song: Gorof (Elixir) [feat. Sahra Dawo], by Dur Dur Band.",human,yes, اشتركوا في القناة
7559032976240151821,2025-10-09,Israel and Hamas sign off on the first phase of President Trump’s Peace Plan ,512200,governance,official,1,dramatic_score,"static image on trump's ""peace plan"", with screenshot of trump's x post. Caption: Israel and Hamas sign off on the first phase of President Trump’s Peace Plan
",human,yes, Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you. Thank you.
7559308749588958478,2025-10-09,🇺🇸🇫🇮,954500,governance,official,1,speech_audio|text_heavy,Finland president visits White House. received by Trump,human,yes," Hello, my friend. There's the president. Mark, it was really, really nice to see you. Thank you. Please. What? You're getting better national shit. You're getting peace in the middle east. Yeah. We got a lot of. I'm sorry, you got a piece of guns, and possibly half pieces of drink, sir. I think it's so cute. It's you. It's you."
7559664284779711799,2025-10-10,First Lady Melania Trump addresses the nation,768400,governance,official,1,speech_audio|text_heavy,FLOTUS Melania Trump making speech on bringing Ukrainian children home.,human,yes," Good morning. A child's soul knows no borders, no flags. We must foster a future for our children, which is rich with potential, security, and complete with free will. A world where dreams will be realized rather than faded by war. Much has unfolded since President Putin received my letter last August. He responded in writing, signaling a willingness to engage with me directly, and outlining details regarding the Ukrainian children residing in Russia. And since then, President Putin and I have had an open channel of communication regarding the welfare of these children. For the past three months, both sides have participated in several back-channel meetings and calls, all in good faith. We have agreed to cooperate with each other for the benefit of all people involved in this war. My representative has been working directly with President Putin's team to ensure the safe reunification of children with their families between Russia and Ukraine. In fact, eight children have been rejoined with their families during the past 24 hours. Thank you very much. Thank you."
7559690957357059383,2025-10-10,Dems more passionate about helping criminal illegal aliens than Americans 🤗,628400,opponents,meme,6,meme_audio|fictional_overlay|text_heavy|named_target|provocative|troll,"Continues to make fun of Hakeem Jeffries (with Sombrero) and Chuck Schumer. Word on screen: ""Democrats putting criminal illegal aliens over Americans. Meme audio clip: Ramona Singer viral audio clip (from Real Housewives of New York City, featuring the phrase ""I'm so passionate about it and it's what I do""). AI input: Political caricature/meme featuring a doctored image of a man wearing a stereotypical sombrero and large mustache.",human,yes," I love it. I mean, I'm so passionate about it and it's what I do. Your passion all the time."
7560370330045402381,2025-10-12,Only concern ourselves with America First 🇺🇸,1300000,opponents,tiktok,4,trending_audio|call_response|aura_farming,"Post calls Trump the lion. Words superimposed: ""The lion does not concern himself with the fake news, only putting America First"". Song: Dreamer (Re-Original Club Mix) by Livin' Joy. ",human,yes," And I'm dreaming right where I belong Here we lie all alone in my dreaming You're a smooth, my soul is unbelieving Now you see the"
7560428017873390903,2025-10-12,🇺🇸🤝🇫🇮,341300,governance,produced,3,dramatic_score|speed_ramp|highlight_reel|aura_farming,Highlights of Finland President's visit to the White House.,human,yes, Thank you.
7560709273550933303,2025-10-13,Views from AF1 ✈️,1000000,governance,produced,3,dramatic_score|highlight_reel|aura_farming,Showing views from Air Force 1 showing Egyptian F-16s escorting it into Egypt.,human,yes, Believe It or For The English
7560637519541374221,2025-10-13,“I want to sincerely thank you.” ❤️,426200,governance,official,1,speech_audio,Message on screen: Trump meets with Hostage families in Israel. On how all 20 remaining living hostages were released.,human,yes," ...to battle where he was killed and taken hostage. First, I want to sincerely thank you for all your efforts. Words are not enough to express our great gratitude and appreciation."
7560828217527979319,2025-10-13,We’re back Italians ,391800,governance,official,1,speech_audio,"Trump seen signing papers proclaiming October 13 as Columbus Day. Text superimposed: ""COLUMBUS DAY We're BACK"". At the end we hear Trump say ""it's the press that broke out in applause... i have never seen that happen before. the press actually broke out in applause.""",human,yes," Christopher Columbus obviously discovered the new world in 1492. He was a great Italian explorer. He sailed his three ships, the Nina the Pinta and the Santa Maria, across the Atlantic Ocean and landed in what's today the Caribbean. But this is a particularly important holiday for Italian-Americans who celebrate the legacy of Christopher Columbus and the innovation and explorer zeal that he represented. In other words, we're calling it Columbus Day. Yes. That was the press that broke out in applause. That was, I've never seen that happen before. The press actually broke out in applause. Good. Columbus Day. We're back. Columbus Day, we're back, Italians. Well, let's go on. Don't go on in. Jeaje. We're back. Girl, boys, we're back. Kyaje.terror master. That's our Casey.かの昼 when it's running us with jeg- 者へ Emily, Σ・ほ 함"
7561183565254380814,2025-10-14,❤️❤️,939900,governance,official,1,speech_audio,Trump and Erika Kirk arrive to the Medial of Freedom Ceremony to honor Charlie Kirk at the White House. Freedom Day. ,human,yes, Music Applause Applause Thank you very much everybody.
7561129325789973774,2025-10-14,"Happy birthday, Charlie. ❤️",1900000,governance,produced,3,dramatic_score|speech_audio|highlight_reel,"On remembering Charlie Kirk. An ""Happy Birthday, Charlie"" post. ",human,yes," Because you know you are part of something bigger than yourself. You know that you are part of the most exciting, diverse, powerful movement in the history of this country. And this movement, this movement is not about Republican or Democrat. This movement is not about conservative or liberal. And I think you're going to see that on display in a little bit, just maybe. This movement is about the citizens versus the oligarchs. This movement is about we, the people, versus the ruling class. This movement is about America versus the globalists. This movement is about all of us against them. This movement is about the citizens versus the oligarchs. This movement is about the oligarchs. So you can see that ourselves благодарons the leaders. We can see that the citizens and all effectiveul creek repetitions. We have been doing and serving again."
7560885189879024951,2025-10-14,PEACE IN THE MIDDLE EAST 🇺🇸,952600,governance,produced,3,dramatic_score|speech_audio|speed_ramp|highlight_reel,more on peace in the middle east. israel. bringing hostages home. quoted the bible. shows quite a lot of footage of trump boarding or alighting the air force one. ,human,yes," We gather on a day of profound joy, of soaring hope, of renewed faith, and above all, a day to give our deepest thanks to the almighty God of Abraham, Isaac, and Jacob. It should now be clear to everyone throughout the region that decades of fomenting terrorism and extremism, jihadism and anti-Semitism have not worked. They've been a disaster. They've just killed. They've killed. From Gaza to Iran, those bitter hatreds have delivered nothing but misery, suffering, failure, and death. Through glory and heartache, we have built industries together. We have made discoveries together. We have confronted evil together, and we have waged war together, and perhaps most beautifully of all, we have made peace together. And this week, against all odds, we have done the impossible and brought our hostages home. The God who once dwelled among his people in this city still calls us, in the words of Scripture, the turn from evil and do good. Together, we've shown that peace is not just a hope that we can dream about. It's a reality. It's an incredible triumph for Israel and the world to have all of these nations working together as partners in peace. This is the day that people across the region and around the world have been working, striving, hoping, and praying for. With the historic agreement we've just signed, those prayers of millions have finally been answered. clearing the world again."
7561094338118290701,2025-10-14,Day 14 of Dems keeping the government shut down for criminal illegals 🫠,3600000,opponents,pop_culture,5,meme_audio|named_target|troll|provocative,"Clip showing a viral scene from Parks and Recreation, ending with Mona-Lisa saying ""Money please... My money"". Words slapped across Mona-Lisa Saperstein: ""Criminal illegal aliens"", and Dr Saperstein is labelled ""Democrats"". Clip started with Mona-Lisa saying: ""I have done nothing wrong ever in my life"", with Dr Saperstein responding: ""I know this, and I love you."" AI: Parks and Recreation clip (Mona-Lisa Saperstein played by Jenny Slate, and Dr. Saperstein played by Henry Winkler). Caption: ""Day 14 of Dems keeping the government shut down for criminal illegals 🫠""",human,yes," I have done nothing wrong ever in my life. I know this. And I love you. I love you too, Daddy. Money, please! My money."
7561529236322864398,2025-10-15,"A martyr for truth and freedom. We’ll hold you in our hearts forever, Charlie. ",1400000,governance,produced,3,dramatic_score|speech_audio|speed_ramp|highlight_reel,Highlights from day when Trump walked out with Erika Trump to honor his legacy at the White House. It's also to celebrate Charlie Kirk's birthday. Trump heard saying Charlie Kirk was a martyr for truth and for freedom.,human,yes," The Presidential Medal of Freedom is awarded to Charles James Kirk. The United States honors him as a martyr for truth and freedom. Charles James Kirk was a visionary and one of the greatest figures of his generation. With hard work and joyful spirit and endless enthusiasm and determination, Charlie grew turning point into the largest conservative youth organization in the entire country. In his final moments, Charlie testified to the greatness of America and to the glory of our Savior with whom he now rests in heaven. As I said, on the day that he was assassinated, Charlie Kirk was a martyr for truth and for freedom. So we hold his memory in our hearts forever. Every single day of this administration, we will continue to carry out the mission for which he lived. Today, we're gathered not only to celebrate Charlie's birthday, but to honor a truth that he gave his entire life to defend, and that's freedom. I can say with confidence, Mr. President, that you have given him the best birthday gift he could ever have. Charlie's life was proof that freedom is not a theory, it's a testimony. He showed us that liberty begins not in the halls of power, but in the man of a heart surrendered to God. To live free is the greatest gift, but to die free is the greatest victory. Happy birthday, my Charlie. Happy Freedom Day. Thanks, too."
7561259078761057591,2025-10-15,"Erika Kirk at the White House today ❤️ Happy heavenly birthday and freedom day, Charlie. ",450200,governance,official,1,speech_audio|text_heavy,"Erika Kirk speaking at the Medial of Freedom Ceremony to honor Charlie Kirk at the White House. Caption: ""Erika Kirk at the White House today ❤️ Happy heavenly birthday and freedom day, Charlie.""",human,yes," Because this story reminds us all that to live free is the greatest gift, but to die free is the greatest victory. Happy birthday, my Charlie. Happy Freedom Day."
7561921269583580430,2025-10-16,"From Peace in the Middle East to lowering costs of IVF, President Trump is FIGHTING for America. ",304600,governance,official,1,speech_audio,"Clip of Robert F. Kennedy Jr., United States Secretary of Health and Human Services, speaking. Caption: ""From Peace in the Middle East to lowering costs of IVF, President Trump is FIGHTING for America.""",human,yes," On an airplane the other day, you said that you didn't believe that you were going to get to heaven. You're doing God's work here. You've made peace in the Middle East, which is beyond anybody's imagination. And now you're giving millions of Americans a chance to have babies. And you're doing this while the government is locked down, the Democrats. But this administration has not stopped working for the American people. And that's because of your energy, your commitment, your vision. And I want to thank you for allowing me to be part of it."
7561951050689727758,2025-10-16,A surge of PATRIOTS 🫡  🎥 DHS ,310300,promotion,tiktok,4,meme_audio|bass_drop|speech_audio|hype_language|deep_fried|highlight_reel|recruitment|hyper_masculine,"I classified it as ""TikTok native"", but I would really think of it as ""Game interface lite"" given the style of the video. The music is giving video game. The scenes and the poppy transition styles are also very much as if someone is playing a video game, pursuing individuals, chasing down crooks. It's like the opening sequence of a video game maybe. It's trippy. Also, this style feeds directly into a $100 million ICE ""wartime recruitment"" campaign that targets the same young, meme-literate audience. The Washington Post reported ICE is using geo-targeted ads aimed at people who attend UFC fights, listen to patriotic podcasts, and show interest in guns and tactical gear. The recruitment ads use the same aesthetic language as the WH TikToks — heroic imagery, dramatic music, action-movie energy. And the military has a documented history of using video games specifically to recruit teenagers: esports programs, Call of Duty collaborations, F-35 simulator trailers at comic conventions. It is really hard to tell from this video if every single frame is made up using real footage since they flash on the screen so fast to evoke an emotion or convey a feeling.  Song: abolish the IRS by ptasinski & Rj Pasin",human,yes," We're going to have a surge of strong, good people, patriots, and they're going to go in, they straighten it all out."
7561608291164409143,2025-10-16,Guilty as charged ,1000000,promotion,meme,6,trending_audio|bass_drop|speed_ramp|stock_hero|highlight_reel|punchline|troll|provocative|aura_farming,"Trump's videos with ""Guilty As Charged... For Breaking the Internet"" text overlay. To the track: Shake Ya Tailfeather, by Murphy Lee, Nelly & P. Diddy, which is hip hop music with heavy use of the police siren sound effect. Then we see many screenshots of TikTok comments showing how people liked the White House TikTok page. e.g. ""The White House goes sooo hard. Makes you realize how inactive Biden was"", ""The White House page being the most lit page of 2025 was not on my bingo card"", ""These posts are legendary 👏"", and ""Making Memes Great Again"". We also see some reaction memes: like the Nick Wilde meme (from Disney's Zootopia), Screaming girl meme (a widely recognized internet reaction image). AI inputs: Comments feature internet slang (""goes hard"", ""grade A TikToks"", ""rage baiting"", ""elite"", ""lit page"", ""not on my bingo card""), ""Making Memes Great Again"" (a meme-ified play on the political slogan ""Make America Great Again""), along with Dramatic slow-motion walk (a common cinematic trope in action/thriller films).",human,yes, ... ... ... ... ...
7562308900788210999,2025-10-17,WE’RE NOW ON BLUESKY 📲 Thought they may be missing some of our best content ,518000,promotion,meme,6,bass_drop|dramatic_score|speech_audio|hype_language|speed_ramp|stock_hero|highlight_reel|fictional_overlay|call_response|named_target|ai_or_cgi|troll|provocative|aura_farming|hyper_masculine,"Post with many many easter eggs baked in. Obviously to get people to watch it many times over to savor the amusing bits. Sound track: Spirit in the Sky (Remix - Extended) Dr Jaymz, with Donald Trump speech overlay). Early on, we see the troll image of Biden on the White House grounds -- the one without his face -- alongside other American leaders. then we see Google Maps UI style (for the Earth and Gulf of Mexico views), GULF OF AMERICA map edit (in relation to this news: The Gulf of Mexico was officially renamed the Gulf of America in January 2025 by U.S. Executive Order 14172.), feat. B-2 Spirit, The Beast, (Ground Force One), ""DADDY'S HOME"" text overlay, Hakeem Jeffries with mustache and sombrero (sombrero grew so big with the beats that it covered the entire screen), Greg Bovino's face as the sun (referencing the Teletubbies baby sun meme format) and the border wall superimposed over, Trump with a crown (classical painting style meme), Trump dressed as the Pope (""Pope Trump"" meme), Muscular Trump with a lightsaber, flanked by eagles (Jedi/strongman meme, direct reference to Star Wars). Also has footage of Trump golfing for some reason. Gregory Bovino was a high-ranking U.S. Border Patrol agent who became the prominent, aggressive public face of President Donald Trump’s intensified mass deportation campaigns in various U.S. cities. Caption trolls too: ""WE’RE NOW ON BLUESKY 📲 Thought they may be missing some of our best content"" <-- referencing the liberals",human,yes," My fellow Americans, our movement is far from over. In fact, our fight has only just begun. We are one movement, one people, one family, and one glorious nation under God. So with American pride swelling in our hearts and American courage staring at ourselves, I say these words to you tonight. We will make America great again."
7562204484995140878,2025-10-17,News around the world praises President Trump’s Peace Plan ☮️🌎,252100,trump,produced,3,dramatic_score|speech_audio|speed_ramp|stock_hero|comparison|highlight_reel|aura_farming,"mash up of news clips, with caption: ""News around the world praises President Trump’s Peace Plan ☮️🌎"" voices from the broadcast clips said these: ""for the first time in over two years, 738 days, hamas holds no living hostages in its captivity"". ""power of american presidency"" ""president trump's sheer force of personality... there're not many men who can walk into the Knesset (parliament) in Israel to such rapturous applause.""",human,yes," the power of the American presidency and the way President Trump utilizes it to get things done. Donald Trump's sheer force of personality. There are not many men, not many leaders who can walk into the Knesset in Israel to such rapturous applause, such a warm welcome, and then less than an hour later appear in a room of world leaders, Arab and Muslim leaders, and have the same kind of warm welcome. It really is his force of nature which has managed to make this happen. They see the strength of the United States and they see the United States' indispensable leadership on the world stage. I think the President does deserve to take a victory lap considering what has been accomplished today. I mean, the United States of America today and its President, Donald Trump, is at the forefront of the most important thing going on in this world, the release of these hostages and the possibility of a standing peace in the Middle East. It was a joyous day of images of people celebrating genuine deep happiness. It's been a day of dramatic split-screen moments, and none more so than the sight of President Trump addressing the Israeli parliament at the final moment as the final hostages crossed out of Gaza and aid trucks rolled freely into Gaza. The result was, after two years now of brutal war, the unmistakable hope, the feeling in the air that something big had finally changed. This achievement, and it is a significant achievement, would not have happened without the United States' leadership. President Trump deserves a lot of credit. For the first time in two years, over two years, 738 days, Hamas holds no living hostages in its captivity. Well, I think President Trump needs to know that we really thank him, and it was hard for us to say it in advance because we couldn't really believe that was true. Twenty hostages are actually coming. All of them are alive. All of them look good. And the fact that he made it, he promised, and he kept his work, and hostages are here, is just amazing, and we want to thank him for that. Thank you."
7562244334398016781,2025-10-17,A legendary Friday 🇺🇸,9100000,culture,official,1,speech_audio|aura_farming,Italian tenor Andrea Bocelli sings in the Oval Office. ,human,yes, On stage 2<|ko|> Guy She wanted him to see a little nap of Vineshit
7562257236081282318,2025-10-17,🇺🇸🇺🇦,447700,governance,official,1,speech_audio,Trump hosts Ukrainian President Zelenskyy at the White House.,human,yes," There it is. Oh, it's a great deal. Very good. My best. Good luck. President Trump, sir, do you believe you can convince the senator to end the war on crime? Yep, we can. Do you believe you can make a vote to go straight and look straight, sir? I'm not kidding, I'm not kidding, I'm not kidding. I'm not kidding. I'm not kidding. We'll see you next time. We'll see you next time. We'll see you next time. Bye. Bye. Bye. Bye."
7562259783189875981,2025-10-17,FAFO. ,1000000,opponents,official,1,speech_audio|expletive|provocative,"We hear a reporter asking about Maduro, and Trump using an expletive in his response. ""Because he doesn't want to fuck around with the United States."" TikTok caption says: FAFO (Fuck Around and Find Out). ",human,yes," Maduro offered everything in his country, all the natural resources. He even recorded a message to you in English recently offering mediation. What should he do in order to stop that? He has offered everything. He's offered everything. You're right. You know why? Because he doesn't want to fuck around with the United States. Thank you, everybody. Thank you."
7562696021260668174,2025-10-18,make America rich again 💸,929900,governance,produced,3,meme_audio|dramatic_score|hype_language|highlight_reel,"""He's going to be so rich. Oh. We are looking at money"" It's originally Trump's comments in relation to a rugby athlete named Justin: https://www.tiktok.com/@nouhaila_benzina_/video/7623204017757277471 But that audio is used to now refer to the American economy. ""America's going to be rich"" is the text overlay in the video, and we see a series of news clippings with headlines that talk about investments in the US, including by Lego, Chobani, Schneider Electric, etc. Trump memeing himself.",human,yes," He's gonna be so rich. Oh, we're looking at money."
7563084453933747511,2025-10-19,"Think big, patriots ",344000,promotion,produced,3,speech_audio|speed_ramp|stock_hero|highlight_reel|aura_farming,"Lesson 3 of 11. Part of Trump advice series. ""Love what you do but think big""",human,yes," Third thing is to think big. You know, you're going to do something, you might as well think big because it's just as hard to solve a small problem as a big problem and it's just as much energy and everything else except the result is going to be a smaller one. So love what you do, but think big."
7563340877494635789,2025-10-20,🇺🇸🤝🇦🇺,767300,governance,official,1,speech_audio,Trump hosts Australian Prime Minister at the White House.,human,yes," Hello. President. Welcome to the city. Ready, face. Board of Markets. It sure is. It sure is. President, I'm sorry. Your message to the people of Australia. We love them. What do you hope to accomplish today with the Prime Minister? A lot. A lot. Great things. Thank you very much. We're going to get a lot done."
